median_income,house_value
4.208300000000000374e+00,1.250000000000000000e+00
6.102299999999999613e+00,4.500000000000000000e+00
3.986400000000000166e+00,2.001999999999999780e+00
4.862400000000000055e+00,1.923999999999999932e+00
9.153100000000000236e+00,4.187999999999999723e+00
4.736100000000000421e+00,2.168000000000000149e+00
5.432400000000000340e+00,2.154999999999999805e+00
4.937500000000000000e+00,2.277000000000000135e+00
3.384100000000000108e+00,1.844000000000000083e+00
3.553199999999999914e+00,1.584000000000000075e+00
3.361800000000000122e+00,1.745999999999999996e+00
4.353299999999999947e+00,1.683999999999999941e+00
4.535700000000000287e+00,1.883999999999999897e+00
5.706800000000000317e+00,2.567000000000000171e+00
3.721200000000000063e+00,1.838000000000000078e+00
5.244299999999999962e+00,1.834000000000000075e+00
4.236100000000000421e+00,1.774999999999999911e+00
3.185599999999999987e+00,1.868999999999999995e+00
5.449600000000000222e+00,2.388999999999999790e+00
3.022200000000000220e+00,1.725000000000000089e+00
2.666700000000000070e+00,1.792000000000000037e+00
3.730100000000000193e+00,2.044000000000000039e+00
4.680600000000000094e+00,2.093999999999999861e+00
5.790700000000000180e+00,2.641999999999999904e+00
6.370499999999999829e+00,3.500000000000000000e+00
5.264899999999999913e+00,1.997999999999999998e+00
6.079699999999999882e+00,2.109999999999999876e+00
4.857099999999999973e+00,2.011000000000000121e+00
3.852300000000000058e+00,1.929999999999999938e+00
5.980000000000000426e+00,2.450000000000000178e+00
2.450000000000000178e+00,1.175999999999999934e+00
2.241699999999999804e+00,9.789999999999999813e-01
3.149999999999999911e+00,1.405999999999999917e+00
3.460900000000000087e+00,1.209000000000000075e+00
3.000000000000000000e+00,1.189999999999999947e+00
3.203100000000000058e+00,1.292000000000000037e+00
2.520799999999999930e+00,9.909999999999999920e-01
2.354900000000000215e+00,1.088999999999999968e+00
3.012500000000000178e+00,1.116999999999999993e+00
2.049999999999999822e+00,6.889999999999999458e-01
3.125000000000000000e+00,9.639999999999999680e-01
2.649999999999999911e+00,1.167000000000000037e+00
3.500000000000000000e+00,1.237999999999999989e+00
2.547600000000000087e+00,9.789999999999999813e-01
3.910699999999999843e+00,1.298000000000000043e+00
4.291699999999999626e+00,1.213000000000000078e+00
3.339300000000000157e+00,1.072000000000000064e+00
4.302900000000000169e+00,1.219000000000000083e+00
2.812500000000000000e+00,1.133999999999999897e+00
3.550800000000000178e+00,9.909999999999999920e-01
3.258900000000000130e+00,1.030000000000000027e+00
3.293699999999999850e+00,1.141999999999999904e+00
3.046499999999999986e+00,1.441000000000000059e+00
2.312500000000000000e+00,1.286000000000000032e+00
2.524999999999999911e+00,1.572000000000000064e+00
3.174999999999999822e+00,1.185000000000000053e+00
2.607800000000000118e+00,1.167000000000000037e+00
2.739900000000000002e+00,1.348000000000000087e+00
2.723599999999999799e+00,1.098999999999999977e+00
4.453100000000000058e+00,1.443000000000000060e+00
3.213499999999999801e+00,1.235999999999999988e+00
3.114199999999999857e+00,1.125999999999999890e+00
3.006800000000000139e+00,1.072999999999999954e+00
3.090500000000000025e+00,1.177999999999999936e+00
1.936199999999999921e+00,8.990000000000000213e-01
2.315500000000000114e+00,1.022999999999999909e+00
2.009399999999999853e+00,8.729999999999999982e-01
3.069999999999999840e+00,1.425999999999999934e+00
1.678500000000000103e+00,1.530999999999999917e+00
3.662500000000000089e+00,1.266000000000000014e+00
3.504599999999999937e+00,1.183000000000000052e+00
3.899999999999999911e+00,1.469999999999999973e+00
1.809500000000000108e+00,7.810000000000000275e-01
2.283300000000000107e+00,8.579999999999999849e-01
1.563299999999999912e+00,8.449999999999999734e-01
3.419099999999999806e+00,1.375000000000000000e+00
9.393000000000000238e-01,8.890000000000000124e-01
1.101900000000000102e+00,1.201999999999999957e+00
1.728399999999999936e+00,7.449999999999999956e-01
2.262100000000000222e+00,8.509999999999999787e-01
2.575000000000000178e+00,1.302999999999999936e+00
4.330899999999999750e+00,1.252000000000000002e+00
3.025300000000000100e+00,1.114000000000000101e+00
3.201600000000000001e+00,9.699999999999999734e-01
3.112499999999999822e+00,1.225999999999999979e+00
3.062500000000000000e+00,1.163000000000000034e+00
2.125000000000000000e+00,1.792000000000000037e+00
2.292499999999999982e+00,8.579999999999999849e-01
1.679699999999999971e+00,9.479999999999999538e-01
1.548100000000000032e+00,2.000000000000000000e+00
9.869999999999999885e-01,1.125000000000000000e+00
9.566000000000000059e-01,6.899999999999999467e-01
1.367199999999999971e+00,5.500000000000000444e-01
2.006400000000000183e+00,7.790000000000000258e-01
1.691100000000000048e+00,9.879999999999999893e-01
1.682700000000000085e+00,7.870000000000000329e-01
1.586300000000000043e+00,8.129999999999999449e-01
1.742599999999999927e+00,6.029999999999999805e-01
1.506399999999999961e+00,6.630000000000000338e-01
2.028799999999999937e+00,1.167000000000000037e+00
4.503199999999999648e+00,1.596999999999999975e+00
3.700699999999999878e+00,1.391999999999999904e+00
3.573500000000000121e+00,8.960000000000000187e-01
3.537500000000000089e+00,1.530999999999999917e+00
2.830600000000000005e+00,8.750000000000000000e-01
4.711999999999999744e+00,1.586000000000000076e+00
2.383300000000000196e+00,9.509999999999999565e-01
3.062500000000000000e+00,9.379999999999999449e-01
2.714300000000000157e+00,9.529999999999999583e-01
3.518899999999999917e+00,1.413000000000000034e+00
2.402800000000000047e+00,6.750000000000000444e-01
2.303599999999999870e+00,7.299999999999999822e-01
2.865699999999999914e+00,1.195999999999999952e+00
2.241899999999999782e+00,9.320000000000000506e-01
2.453699999999999992e+00,1.179000000000000048e+00
2.537399999999999878e+00,9.719999999999999751e-01
2.350699999999999790e+00,9.759999999999999787e-01
2.307900000000000063e+00,9.529999999999999583e-01
2.614700000000000024e+00,1.076999999999999957e+00
2.567000000000000171e+00,1.028999999999999915e+00
1.625000000000000000e+00,8.830000000000000071e-01
1.404800000000000049e+00,8.649999999999999911e-01
2.183800000000000185e+00,5.799999999999999600e-01
1.875000000000000000e+00,8.399999999999999689e-01
2.963000000000000078e+00,8.950000000000000178e-01
2.682300000000000129e+00,9.340000000000000524e-01
2.191199999999999815e+00,1.151999999999999913e+00
2.045799999999999841e+00,1.056999999999999940e+00
2.306799999999999962e+00,9.729999999999999760e-01
2.786300000000000221e+00,1.086000000000000076e+00
2.088200000000000056e+00,1.048999999999999932e+00
3.106100000000000083e+00,1.102000000000000091e+00
1.787500000000000089e+00,1.038000000000000034e+00
2.200000000000000178e+00,8.080000000000000515e-01
2.340300000000000047e+00,8.729999999999999982e-01
1.824500000000000011e+00,8.549999999999999822e-01
2.542800000000000171e+00,8.499999999999999778e-01
1.812500000000000000e+00,9.350000000000000533e-01
3.000000000000000000e+00,9.669999999999999707e-01
2.818200000000000038e+00,1.096999999999999975e+00
1.778799999999999937e+00,8.579999999999999849e-01
1.062500000000000000e+00,9.280000000000000471e-01
1.861599999999999921e+00,7.049999999999999600e-01
2.371100000000000207e+00,1.217999999999999972e+00
3.065999999999999837e+00,1.026000000000000023e+00
2.962499999999999911e+00,1.012000000000000011e+00
3.129999999999999893e+00,1.683000000000000052e+00
2.462299999999999933e+00,1.260999999999999899e+00
2.379799999999999915e+00,8.379999999999999671e-01
1.976599999999999913e+00,9.260000000000000453e-01
2.395799999999999930e+00,1.112000000000000099e+00
1.694800000000000084e+00,8.750000000000000000e-01
2.389499999999999957e+00,8.750000000000000000e-01
2.887100000000000222e+00,9.469999999999999529e-01
2.368399999999999839e+00,6.250000000000000000e-01
1.489600000000000035e+00,8.329999999999999627e-01
2.391700000000000159e+00,8.569999999999999840e-01
1.770799999999999930e+00,7.950000000000000400e-01
1.730799999999999894e+00,5.360000000000000320e-01
1.577099999999999946e+00,6.520000000000000240e-01
2.146700000000000053e+00,8.409999999999999698e-01
2.956199999999999939e+00,1.423000000000000043e+00
3.902800000000000047e+00,9.379999999999999449e-01
3.044599999999999973e+00,9.080000000000000293e-01
3.217400000000000038e+00,9.180000000000000382e-01
2.692099999999999937e+00,9.749999999999999778e-01
4.515600000000000058e+00,9.120000000000000329e-01
2.482099999999999973e+00,7.379999999999999893e-01
2.968799999999999883e+00,8.639999999999999902e-01
2.501999999999999780e+00,6.209999999999999964e-01
2.334000000000000075e+00,7.219999999999999751e-01
2.035699999999999843e+00,5.759999999999999565e-01
8.024000000000000021e-01,5.829999999999999627e-01
1.160700000000000065e+00,5.170000000000000151e-01
1.365399999999999947e+00,5.789999999999999591e-01
1.635199999999999987e+00,5.310000000000000275e-01
1.571399999999999908e+00,5.610000000000000542e-01
1.995600000000000041e+00,5.799999999999999600e-01
1.638900000000000023e+00,5.669999999999999485e-01
2.165799999999999947e+00,5.759999999999999565e-01
1.634600000000000053e+00,6.330000000000000071e-01
1.866100000000000092e+00,5.979999999999999760e-01
1.483300000000000063e+00,6.520000000000000240e-01
8.252000000000000446e-01,4.249999999999999889e-01
1.058499999999999996e+00,4.510000000000000120e-01
1.328899999999999970e+00,3.940000000000000169e-01
1.531300000000000106e+00,5.030000000000000027e-01
1.804699999999999971e+00,5.380000000000000338e-01
2.495200000000000085e+00,5.390000000000000346e-01
2.204499999999999904e+00,4.179999999999999827e-01
2.996500000000000163e+00,8.890000000000000124e-01
3.283300000000000107e+00,8.259999999999999565e-01
2.656299999999999883e+00,6.360000000000000098e-01
2.045500000000000096e+00,5.939999999999999725e-01
1.361099999999999977e+00,6.059999999999999831e-01
2.607099999999999973e+00,5.709999999999999520e-01
1.772699999999999942e+00,4.899999999999999911e-01
2.356599999999999806e+00,8.040000000000000480e-01
2.424999999999999822e+00,9.619999999999999662e-01
3.020799999999999930e+00,5.999999999999999778e-01
2.531299999999999883e+00,6.129999999999999893e-01
2.177599999999999980e+00,7.379999999999999893e-01
1.994299999999999962e+00,8.629999999999999893e-01
1.755200000000000093e+00,8.639999999999999902e-01
2.660699999999999843e+00,8.459999999999999742e-01
2.789099999999999913e+00,7.349999999999999867e-01
2.322400000000000020e+00,5.620000000000000551e-01
1.788499999999999979e+00,5.699999999999999512e-01
1.909999999999999920e+00,6.390000000000000124e-01
2.047400000000000109e+00,5.600000000000000533e-01
1.835499999999999909e+00,6.300000000000000044e-01
2.324300000000000033e+00,8.549999999999999822e-01
2.525900000000000034e+00,8.129999999999999449e-01
2.281299999999999883e+00,5.759999999999999565e-01
2.172800000000000065e+00,5.939999999999999725e-01
2.494299999999999962e+00,8.189999999999999503e-01
3.392900000000000027e+00,8.209999999999999520e-01
2.381600000000000161e+00,1.159999999999999920e+00
2.500000000000000000e+00,1.161000000000000032e+00
2.365400000000000169e+00,9.489999999999999547e-01
2.906299999999999883e+00,9.220000000000000417e-01
2.287500000000000089e+00,7.990000000000000435e-01
2.652800000000000047e+00,1.330000000000000071e+00
3.000000000000000000e+00,1.225999999999999979e+00
2.982099999999999973e+00,9.040000000000000258e-01
2.047200000000000131e+00,9.320000000000000506e-01
4.010900000000000354e+00,1.258999999999999897e+00
3.636000000000000121e+00,1.330999999999999961e+00
3.848800000000000221e+00,1.306000000000000050e+00
2.138199999999999878e+00,1.040000000000000036e+00
2.547299999999999898e+00,1.016000000000000014e+00
2.041700000000000070e+00,9.260000000000000453e-01
2.641700000000000159e+00,1.223000000000000087e+00
2.458299999999999930e+00,1.125000000000000000e+00
2.666700000000000070e+00,8.659999999999999920e-01
2.566699999999999982e+00,7.740000000000000213e-01
2.734399999999999942e+00,9.190000000000000391e-01
3.024000000000000021e+00,1.008999999999999897e+00
1.625000000000000000e+00,9.469999999999999529e-01
2.260400000000000187e+00,8.479999999999999760e-01
2.820800000000000196e+00,1.399000000000000021e+00
3.750000000000000000e+00,1.213999999999999968e+00
4.406299999999999883e+00,1.558000000000000052e+00
2.982099999999999973e+00,1.114999999999999991e+00
2.694199999999999928e+00,1.235000000000000098e+00
2.535200000000000120e+00,1.137000000000000011e+00
3.354200000000000070e+00,1.038000000000000034e+00
3.075000000000000178e+00,1.082999999999999963e+00
3.125000000000000000e+00,7.750000000000000222e-01
2.784100000000000019e+00,6.580000000000000293e-01
2.948900000000000077e+00,6.750000000000000444e-01
2.275399999999999867e+00,5.919999999999999707e-01
2.713699999999999779e+00,7.199999999999999734e-01
3.262500000000000178e+00,9.280000000000000471e-01
3.016999999999999904e+00,1.125000000000000000e+00
2.250000000000000000e+00,7.500000000000000000e-01
3.125000000000000000e+00,1.080000000000000071e+00
2.330999999999999961e+00,6.550000000000000266e-01
2.875000000000000000e+00,6.149999999999999911e-01
2.562500000000000000e+00,6.270000000000000018e-01
1.746299999999999963e+00,6.879999999999999449e-01
2.267900000000000027e+00,6.909999999999999476e-01
2.555600000000000094e+00,7.580000000000000071e-01
2.455900000000000194e+00,7.500000000000000000e-01
2.184499999999999886e+00,1.125000000000000000e+00
3.440199999999999925e+00,1.923999999999999932e+00
3.669399999999999995e+00,2.093999999999999861e+00
3.261899999999999800e+00,1.838000000000000078e+00
5.001599999999999824e+00,1.891000000000000014e+00
4.961800000000000210e+00,1.564999999999999947e+00
5.046800000000000175e+00,1.687999999999999945e+00
3.641099999999999781e+00,1.627999999999999892e+00
5.104099999999999859e+00,1.729000000000000092e+00
3.355799999999999894e+00,1.296999999999999931e+00
4.375000000000000000e+00,2.134999999999999787e+00
1.655399999999999983e+00,1.193999999999999950e+00
2.882800000000000029e+00,1.310999999999999943e+00
3.812500000000000000e+00,1.254000000000000004e+00
3.281299999999999883e+00,1.514000000000000012e+00
4.742600000000000371e+00,2.630999999999999783e+00
4.895800000000000374e+00,1.870999999999999996e+00
2.221600000000000019e+00,1.566999999999999948e+00
5.710399999999999920e+00,1.862999999999999989e+00
4.658699999999999619e+00,1.524999999999999911e+00
5.101700000000000124e+00,2.414000000000000146e+00
6.905100000000000016e+00,3.408999999999999808e+00
3.690999999999999837e+00,1.544000000000000039e+00
4.458300000000000374e+00,2.539000000000000146e+00
2.253200000000000092e+00,1.094000000000000083e+00
2.236099999999999977e+00,1.050999999999999934e+00
2.263900000000000023e+00,1.284999999999999920e+00
2.236099999999999977e+00,9.379999999999999449e-01
2.171899999999999942e+00,9.909999999999999920e-01
1.598799999999999999e+00,9.639999999999999680e-01
3.472199999999999953e+00,1.270000000000000018e+00
5.360000000000000320e-01,8.750000000000000000e-01
4.449099999999999611e+00,1.338999999999999968e+00
3.172800000000000065e+00,1.467999999999999972e+00
3.611800000000000122e+00,1.247000000000000108e+00
2.723399999999999821e+00,1.102000000000000091e+00
3.517900000000000027e+00,1.308000000000000052e+00
5.324499999999999567e+00,1.745000000000000107e+00
3.986099999999999977e+00,1.681000000000000050e+00
4.819399999999999906e+00,1.703999999999999959e+00
5.143500000000000405e+00,1.508000000000000007e+00
5.016399999999999970e+00,1.651999999999999913e+00
2.636400000000000077e+00,9.350000000000000533e-01
2.846600000000000019e+00,1.133999999999999897e+00
2.904999999999999805e+00,9.729999999999999760e-01
4.458300000000000374e+00,1.310000000000000053e+00
4.264700000000000379e+00,1.334000000000000075e+00
2.041100000000000136e+00,1.000000000000000000e+00
2.549500000000000099e+00,1.036000000000000032e+00
4.835899999999999643e+00,1.453000000000000069e+00
4.916699999999999626e+00,1.524000000000000021e+00
4.485299999999999621e+00,1.459000000000000075e+00
4.756599999999999717e+00,1.425000000000000044e+00
1.716099999999999959e+00,7.580000000000000071e-01
3.362499999999999822e+00,1.260999999999999899e+00
4.602899999999999991e+00,1.425999999999999934e+00
5.677900000000000169e+00,1.647000000000000020e+00
2.589300000000000157e+00,1.084999999999999964e+00
5.650599999999999845e+00,1.786000000000000032e+00
5.732099999999999973e+00,1.647000000000000020e+00
3.536799999999999944e+00,1.225000000000000089e+00
5.500000000000000000e+00,1.794999999999999929e+00
5.440900000000000070e+00,2.051000000000000156e+00
4.111100000000000421e+00,1.586000000000000076e+00
1.202399999999999913e+00,9.020000000000000240e-01
1.395799999999999930e+00,6.750000000000000444e-01
2.708299999999999930e+00,9.939999999999999947e-01
2.000000000000000000e+00,1.014000000000000012e+00
2.003400000000000070e+00,8.770000000000000018e-01
2.573700000000000099e+00,8.699999999999999956e-01
3.337099999999999955e+00,9.459999999999999520e-01
3.615400000000000169e+00,1.818000000000000060e+00
3.138900000000000023e+00,1.177999999999999936e+00
4.194700000000000095e+00,1.403000000000000025e+00
2.737400000000000055e+00,1.500000000000000000e+00
4.222699999999999676e+00,1.344000000000000083e+00
5.309800000000000075e+00,1.518999999999999906e+00
3.585700000000000109e+00,1.651999999999999913e+00
5.250000000000000000e+00,1.616999999999999993e+00
4.101600000000000357e+00,1.705000000000000071e+00
5.567599999999999660e+00,1.741999999999999993e+00
4.854199999999999626e+00,1.441000000000000059e+00
4.978299999999999947e+00,1.639000000000000012e+00
3.004199999999999982e+00,1.038999999999999924e+00
2.141700000000000159e+00,1.221999999999999975e+00
4.662799999999999834e+00,1.360000000000000098e+00
5.102000000000000313e+00,1.564999999999999947e+00
4.097199999999999953e+00,9.919999999999999929e-01
3.512900000000000134e+00,1.106000000000000094e+00
4.109399999999999942e+00,1.622000000000000108e+00
6.049699999999999633e+00,1.774999999999999911e+00
6.123700000000000365e+00,1.659999999999999920e+00
5.336299999999999599e+00,1.608000000000000096e+00
5.133700000000000152e+00,1.548000000000000043e+00
4.076699999999999768e+00,1.431000000000000050e+00
1.487100000000000088e+00,8.709999999999999964e-01
3.016000000000000014e+00,9.529999999999999583e-01
2.101300000000000168e+00,1.006999999999999895e+00
2.790700000000000180e+00,1.139000000000000012e+00
3.543600000000000083e+00,1.002000000000000002e+00
4.206699999999999662e+00,1.250000000000000000e+00
3.481700000000000017e+00,1.298000000000000043e+00
2.583299999999999930e+00,8.349999999999999645e-01
3.704299999999999926e+00,1.397999999999999909e+00
3.366099999999999870e+00,9.849999999999999867e-01
4.869299999999999962e+00,1.568999999999999950e+00
6.042399999999999771e+00,1.659000000000000030e+00
2.052299999999999791e+00,1.338999999999999968e+00
2.579499999999999904e+00,2.250000000000000000e+00
2.958299999999999930e+00,1.659999999999999920e+00
1.852300000000000058e+00,1.447999999999999954e+00
4.500000000000000000e+00,1.782999999999999918e+00
2.197400000000000020e+00,1.393000000000000016e+00
2.548099999999999810e+00,1.508000000000000007e+00
5.126500000000000057e+00,1.961000000000000076e+00
3.171100000000000030e+00,1.161000000000000032e+00
3.383100000000000218e+00,1.294000000000000039e+00
4.204200000000000159e+00,1.663999999999999924e+00
3.951900000000000190e+00,1.264999999999999902e+00
3.608999999999999986e+00,1.356999999999999984e+00
4.118900000000000006e+00,1.723999999999999977e+00
3.882400000000000073e+00,1.137000000000000011e+00
3.652299999999999880e+00,1.596999999999999975e+00
3.625000000000000000e+00,1.562999999999999945e+00
5.201500000000000234e+00,2.041999999999999815e+00
5.759999999999999787e+00,2.125999999999999890e+00
5.050900000000000389e+00,1.999000000000000110e+00
5.449600000000000222e+00,2.053999999999999826e+00
5.129699999999999704e+00,2.067000000000000171e+00
4.387500000000000178e+00,2.876999999999999780e+00
6.657899999999999707e+00,2.451999999999999957e+00
6.996100000000000207e+00,2.940999999999999837e+00
6.134999999999999787e+00,2.972999999999999865e+00
5.687500000000000000e+00,2.109999999999999876e+00
4.674999999999999822e+00,2.254000000000000004e+00
5.693100000000000271e+00,2.696000000000000174e+00
4.357099999999999973e+00,2.282000000000000028e+00
6.369900000000000340e+00,2.354999999999999982e+00
4.540099999999999802e+00,1.669000000000000039e+00
4.015399999999999636e+00,1.860999999999999988e+00
3.726199999999999957e+00,2.117999999999999883e+00
5.017199999999999882e+00,1.971000000000000085e+00
4.291699999999999626e+00,1.895999999999999908e+00
6.085899999999999643e+00,2.660000000000000142e+00
4.738599999999999923e+00,1.864000000000000101e+00
4.589299999999999713e+00,1.899999999999999911e+00
5.067199999999999704e+00,2.430000000000000160e+00
4.870199999999999640e+00,2.355999999999999872e+00
5.044500000000000206e+00,1.961999999999999966e+00
3.981599999999999806e+00,1.820000000000000062e+00
4.174999999999999822e+00,1.693999999999999950e+00
2.545900000000000052e+00,1.792999999999999927e+00
2.526800000000000157e+00,2.357000000000000206e+00
3.505700000000000038e+00,2.051000000000000156e+00
2.891999999999999904e+00,2.208000000000000185e+00
5.076100000000000279e+00,2.331999999999999851e+00
4.724999999999999645e+00,2.321000000000000174e+00
4.474999999999999645e+00,2.657000000000000028e+00
6.026500000000000412e+00,2.479000000000000092e+00
6.192199999999999704e+00,2.732000000000000206e+00
3.248400000000000176e+00,9.110000000000000320e-01
3.200000000000000178e+00,1.344999999999999973e+00
4.125000000000000000e+00,1.362000000000000099e+00
6.135900000000000354e+00,2.500000000000000000e+00
2.804300000000000015e+00,8.750000000000000000e-01
1.822899999999999965e+00,1.375000000000000000e+00
3.733299999999999841e+00,1.364000000000000101e+00
2.346200000000000063e+00,7.500000000000000000e-01
1.389399999999999968e+00,1.562999999999999945e+00
2.315199999999999925e+00,1.405999999999999917e+00
5.729499999999999815e+00,1.782999999999999918e+00
4.570700000000000429e+00,1.758999999999999897e+00
3.889699999999999935e+00,1.399000000000000021e+00
3.604200000000000070e+00,1.381999999999999895e+00
4.637500000000000178e+00,1.782000000000000028e+00
4.902199999999999669e+00,1.693000000000000060e+00
4.450000000000000178e+00,1.618999999999999995e+00
4.589999999999999858e+00,1.665999999999999925e+00
3.453100000000000058e+00,1.489000000000000101e+00
3.517900000000000027e+00,1.655000000000000027e+00
4.317000000000000171e+00,1.939999999999999947e+00
5.111799999999999677e+00,2.269000000000000128e+00
5.102100000000000080e+00,2.028000000000000025e+00
3.644899999999999807e+00,2.115000000000000213e+00
2.845600000000000129e+00,1.655000000000000027e+00
3.418699999999999850e+00,1.616999999999999993e+00
5.460700000000000109e+00,1.923000000000000043e+00
5.091499999999999915e+00,1.931999999999999940e+00
4.453599999999999781e+00,1.840000000000000080e+00
6.213499999999999801e+00,2.172000000000000153e+00
4.921899999999999942e+00,1.820000000000000062e+00
4.525000000000000355e+00,1.612999999999999989e+00
4.050699999999999967e+00,1.610000000000000098e+00
3.784100000000000019e+00,1.449000000000000066e+00
6.143600000000000172e+00,2.595000000000000195e+00
6.116799999999999571e+00,2.104999999999999982e+00
5.009199999999999875e+00,2.440999999999999837e+00
4.789100000000000357e+00,1.848000000000000087e+00
5.214500000000000135e+00,2.291999999999999815e+00
3.613300000000000178e+00,1.961000000000000076e+00
3.649999999999999911e+00,2.040999999999999925e+00
5.751199999999999868e+00,2.402000000000000135e+00
5.961700000000000443e+00,2.310999999999999943e+00
5.244200000000000195e+00,2.132000000000000117e+00
5.133300000000000196e+00,2.072000000000000064e+00
4.607099999999999973e+00,1.840999999999999970e+00
3.700000000000000178e+00,1.790000000000000036e+00
4.583300000000000374e+00,1.907000000000000028e+00
3.085900000000000087e+00,1.677999999999999936e+00
5.431000000000000050e+00,2.467000000000000082e+00
3.157300000000000217e+00,1.266999999999999904e+00
7.616600000000000037e+00,2.604000000000000092e+00
5.587200000000000166e+00,2.005999999999999783e+00
6.737099999999999866e+00,2.673999999999999932e+00
6.782099999999999795e+00,2.658999999999999808e+00
5.379400000000000404e+00,2.061999999999999833e+00
4.000000000000000000e+00,1.709999999999999964e+00
3.250000000000000000e+00,1.510999999999999899e+00
2.986099999999999977e+00,1.608999999999999986e+00
2.991499999999999826e+00,1.667000000000000037e+00
2.909699999999999953e+00,1.062999999999999945e+00
2.584099999999999842e+00,1.125000000000000000e+00
3.196800000000000086e+00,1.510000000000000009e+00
2.241099999999999870e+00,1.518000000000000016e+00
3.845600000000000129e+00,1.598000000000000087e+00
3.696400000000000130e+00,1.657000000000000028e+00
1.836999999999999966e+00,1.750000000000000000e+00
3.183800000000000185e+00,1.820000000000000062e+00
5.448199999999999932e+00,1.907999999999999918e+00
6.090099999999999625e+00,2.982000000000000206e+00
6.672699999999999854e+00,3.051000000000000156e+00
2.108299999999999841e+00,1.625000000000000000e+00
3.171899999999999942e+00,2.205000000000000071e+00
2.451900000000000190e+00,2.083000000000000185e+00
4.948500000000000121e+00,2.023000000000000131e+00
5.664200000000000124e+00,2.370000000000000107e+00
4.256899999999999906e+00,2.130999999999999783e+00
6.706100000000000172e+00,3.222999999999999865e+00
4.125000000000000000e+00,2.670999999999999819e+00
6.070400000000000240e+00,2.680000000000000160e+00
6.380899999999999572e+00,2.736000000000000210e+00
6.814499999999999780e+00,3.391999999999999904e+00
7.589800000000000324e+00,3.302000000000000046e+00
3.140600000000000058e+00,1.631000000000000005e+00
5.629199999999999982e+00,2.314000000000000057e+00
4.660199999999999676e+00,2.278000000000000025e+00
4.718799999999999883e+00,1.971000000000000085e+00
2.850000000000000089e+00,1.445999999999999952e+00
5.577700000000000102e+00,2.793000000000000149e+00
6.091800000000000104e+00,3.447999999999999954e+00
4.047299999999999898e+00,2.665000000000000036e+00
4.450000000000000178e+00,1.848999999999999977e+00
4.709399999999999586e+00,2.346999999999999975e+00
7.471300000000000274e+00,3.512000000000000011e+00
6.584699999999999775e+00,3.588000000000000078e+00
7.687700000000000422e+00,3.677000000000000046e+00
5.036200000000000010e+00,2.753000000000000114e+00
4.161200000000000010e+00,2.327999999999999847e+00
2.699800000000000200e+00,2.161000000000000032e+00
3.100200000000000067e+00,1.143000000000000016e+00
5.025500000000000078e+00,2.259999999999999787e+00
3.743300000000000072e+00,2.520999999999999908e+00
4.431199999999999584e+00,2.250000000000000000e+00
4.456100000000000172e+00,2.500000000000000000e+00
6.195000000000000284e+00,2.649000000000000021e+00
5.039100000000000357e+00,2.597999999999999865e+00
3.683300000000000018e+00,2.924999999999999822e+00
5.049900000000000055e+00,3.068000000000000060e+00
7.089500000000000135e+00,3.068999999999999950e+00
4.386400000000000077e+00,2.668000000000000149e+00
6.292399999999999771e+00,2.838999999999999968e+00
5.109700000000000131e+00,2.879999999999999893e+00
5.563600000000000101e+00,2.688000000000000167e+00
5.655800000000000161e+00,2.633000000000000007e+00
6.537799999999999834e+00,3.408999999999999808e+00
6.719199999999999839e+00,3.975000000000000089e+00
2.952599999999999891e+00,2.709999999999999964e+00
4.652800000000000047e+00,3.357000000000000206e+00
4.262500000000000178e+00,3.105999999999999872e+00
7.534900000000000375e+00,3.491000000000000103e+00
4.808799999999999741e+00,3.212000000000000188e+00
5.698599999999999888e+00,2.758000000000000007e+00
7.500000000000000000e+00,3.561999999999999833e+00
4.642400000000000304e+00,3.126999999999999780e+00
6.112000000000000099e+00,3.906000000000000139e+00
9.586199999999999832e+00,4.693999999999999950e+00
6.272599999999999731e+00,2.581999999999999851e+00
6.126500000000000057e+00,2.603000000000000203e+00
6.204799999999999649e+00,2.750000000000000000e+00
3.375000000000000000e+00,3.500000000000000000e+00
6.332499999999999574e+00,2.500000000000000000e+00
6.263099999999999667e+00,2.660000000000000142e+00
6.278100000000000236e+00,2.697999999999999954e+00
2.482099999999999973e+00,1.572000000000000064e+00
6.880600000000000271e+00,3.435000000000000053e+00
6.620400000000000063e+00,2.960999999999999854e+00
6.613100000000000200e+00,3.125000000000000000e+00
7.647300000000000431e+00,3.458000000000000185e+00
8.154999999999999361e+00,3.436999999999999833e+00
5.592100000000000293e+00,3.591000000000000192e+00
8.318799999999999528e+00,4.033999999999999808e+00
7.916800000000000281e+00,3.560000000000000053e+00
7.828700000000000436e+00,3.692000000000000171e+00
6.785700000000000287e+00,3.412999999999999812e+00
6.394199999999999662e+00,3.567000000000000171e+00
9.703699999999999548e+00,4.251000000000000334e+00
4.693200000000000038e+00,3.560999999999999943e+00
1.033450000000000024e+01,4.613999999999999879e+00
1.259149999999999991e+01,4.323999999999999844e+00
3.159100000000000019e+00,4.347000000000000419e+00
1.500009999999999977e+01,3.500000000000000000e+00
6.702700000000000102e+00,3.818999999999999950e+00
7.221599999999999575e+00,3.245999999999999996e+00
7.939300000000000246e+00,3.992999999999999883e+00
7.707200000000000273e+00,4.437999999999999723e+00
6.561700000000000088e+00,3.866000000000000103e+00
4.604199999999999626e+00,2.564000000000000057e+00
3.375000000000000000e+00,2.000000000000000000e+00
9.870799999999999130e+00,5.000009999999999621e+00
